	corr	w	p
0	0.2894369466068418	0.0	-30.0
1	0.7746842240583309	0.2	-30.0
2	0.7705129751772629	0.4	-30.0
3	0.7684066657935054	0.6	-30.0
4	0.7672138402474091	0.8	-30.0
5	0.766452855027304	1.0	-30.0
6	0.2894406932083712	0.0	-29.9
7	0.7746857216971654	0.2	-29.9
8	0.7705141424537074	0.4	-29.9
9	0.7684072796323841	0.6	-29.9
10	0.767214088572548	0.8	-29.9
11	0.766452855027304	1.0	-29.9
12	0.28944446926338685	0.0	-29.799999999999997
13	0.7746872287445342	0.2	-29.799999999999997
14	0.7705153175048757	0.4	-29.799999999999997
15	0.7684078975956334	0.6	-29.799999999999997
16	0.7672143385720931	0.8	-29.799999999999997
17	0.766452855027304	1.0	-29.799999999999997
18	0.2894482751185251	0.0	-29.699999999999996
19	0.7746887452888006	0.2	-29.699999999999996
20	0.7705165004084912	0.4	-29.699999999999996
21	0.7684085197248475	0.6	-29.699999999999996
22	0.7672145902629901	0.8	-29.699999999999996
23	0.766452855027304	1.0	-29.699999999999996
24	0.28945211112588937	0.0	-29.599999999999994
25	0.7746902714194357	0.2	-29.599999999999994
26	0.7705176912433152	0.4	-29.599999999999994
27	0.7684091460621804	0.6	-29.599999999999994
28	0.7672148436624138	0.8	-29.599999999999994
29	0.766452855027304	1.0	-29.599999999999994
30	0.28945597764315717	0.0	-29.499999999999993
31	0.7746918072270362	0.2	-29.499999999999993
32	0.7705188900891645	0.4	-29.499999999999993
33	0.7684097766503566	0.6	-29.499999999999993
34	0.7672150987877722	0.8	-29.499999999999993
35	0.766452855027304	1.0	-29.499999999999993
36	0.2894598750336911	0.0	-29.39999999999999
37	0.7746933528033408	0.2	-29.39999999999999
38	0.7705200970269304	0.4	-29.39999999999999
39	0.7684104115326797	0.6	-29.39999999999999
40	0.7672153556567101	0.8	-29.39999999999999
41	0.766452855027304	1.0	-29.39999999999999
42	0.28946380366665125	0.0	-29.29999999999999
43	0.77469490824125	0.2	-29.29999999999999
44	0.7705213121385948	0.4	-29.29999999999999
45	0.7684110507530433	0.6	-29.29999999999999
46	0.7672156142871132	0.8	-29.29999999999999
47	0.766452855027304	1.0	-29.29999999999999
48	0.28946776391711115	0.0	-29.19999999999999
49	0.7746964736348427	0.2	-29.19999999999999
50	0.7705225355072504	0.4	-29.19999999999999
51	0.7684116943559395	0.6	-29.19999999999999
52	0.767215874697112	0.8	-29.19999999999999
53	0.766452855027304	1.0	-29.19999999999999
54	0.2894717561661757	0.0	-29.099999999999987
55	0.7746980490793962	0.2	-29.099999999999987
56	0.7705237672171186	0.4	-29.099999999999987
57	0.7684123423864708	0.6	-29.099999999999987
58	0.7672161369050872	0.8	-29.099999999999987
59	0.766452855027304	1.0	-29.099999999999987
60	0.2894757808011026	0.0	-28.999999999999986
61	0.7746996346714055	0.2	-28.999999999999986
62	0.7705250073535689	0.4	-28.999999999999986
63	0.7684129948903599	0.6	-28.999999999999986
64	0.7672164009296721	0.8	-28.999999999999986
65	0.766452855027304	1.0	-28.999999999999986
66	0.2894798382154262	0.0	-28.899999999999984
67	0.7747012305086015	0.2	-28.899999999999984
68	0.7705262560031385	0.4	-28.899999999999984
69	0.7684136519139595	0.6	-28.899999999999984
70	0.7672166667897586	0.8	-28.899999999999984
71	0.766452855027304	1.0	-28.899999999999984
72	0.28948392880908486	0.0	-28.799999999999983
73	0.774702836689972	0.2	-28.799999999999983
74	0.7705275132535532	0.4	-28.799999999999983
75	0.7684143135042651	0.6	-28.799999999999983
76	0.7672169345045006	0.8	-28.799999999999983
77	0.766452855027304	1.0	-28.799999999999983
78	0.28948805298855046	0.0	-28.69999999999998
79	0.7747044533157821	0.2	-28.69999999999998
80	0.7705287791937461	0.4	-28.69999999999998
81	0.7684149797089246	0.6	-28.69999999999998
82	0.7672172040933193	0.8	-28.69999999999998
83	0.766452855027304	1.0	-28.69999999999998
84	0.2894922111669622	0.0	-28.59999999999998
85	0.7747060804875938	0.2	-28.59999999999998
86	0.7705300539138795	0.4	-28.59999999999998
87	0.7684156505762498	0.6	-28.59999999999998
88	0.7672174755759075	0.8	-28.59999999999998
89	0.766452855027304	1.0	-28.59999999999998
90	0.28949640376426267	0.0	-28.49999999999998
91	0.774707718308288	0.2	-28.49999999999998
92	0.7705313375053668	0.4	-28.49999999999998
93	0.768416326155229	0.6	-28.49999999999998
94	0.7672177489722345	0.8	-28.49999999999998
95	0.766452855027304	1.0	-28.49999999999998
96	0.28950063120733804	0.0	-28.399999999999977
97	0.7747093668820855	0.2	-28.399999999999977
98	0.7705326300608932	0.4	-28.399999999999977
99	0.7684170064955376	0.6	-28.399999999999977
100	0.7672180243025507	0.8	-28.399999999999977
101	0.766452855027304	1.0	-28.399999999999977
102	0.28950489393016093	0.0	-28.299999999999976
103	0.7747110263145689	0.2	-28.299999999999976
104	0.770533931674438	0.4	-28.299999999999976
105	0.7684176916475514	0.6	-28.299999999999976
106	0.767218301587393	0.8	-28.299999999999976
107	0.766452855027304	1.0	-28.299999999999976
108	0.28950919237393746	0.0	-28.199999999999974
109	0.7747126967127056	0.2	-28.199999999999974
110	0.7705352424412981	0.4	-28.199999999999974
111	0.7684183816623575	0.6	-28.199999999999974
112	0.7672185808475895	0.8	-28.199999999999974
113	0.766452855027304	1.0	-28.199999999999974
114	0.2895135269872574	0.0	-28.099999999999973
115	0.7747143781848695	0.2	-28.099999999999973
116	0.7705365624581098	0.4	-28.099999999999973
117	0.7684190765917687	0.6	-28.099999999999973
118	0.7672188621042647	0.8	-28.099999999999973
