	corr	w	p
0	0.016346829847228062	0.0	-30.0
1	-0.04833277226165545	0.2	-30.0
2	-0.04851938481336985	0.4	-30.0
3	-0.04858060420729465	0.6	-30.0
4	-0.04861102786664488	0.8	-30.0
5	-0.048629222356235235	1.0	-30.0
6	0.016346788815206986	0.0	-29.9
7	-0.048332723189678295	0.2	-29.9
8	-0.04851936684865091	0.4	-29.9
9	-0.04858059628841122	0.6	-29.9
10	-0.048611024909377694	0.8	-29.9
11	-0.048629222356235235	1.0	-29.9
12	0.016346747509091625	0.0	-29.799999999999997
13	-0.04833267377979364	0.2	-29.799999999999997
14	-0.04851934876029784	0.4	-29.799999999999997
15	-0.048580588315040515	0.6	-29.799999999999997
16	-0.048611021931764545	0.8	-29.799999999999997
17	-0.048629222356235235	1.0	-29.799999999999997
18	0.016346705926126383	0.0	-29.699999999999996
19	-0.04833262402849988	0.2	-29.699999999999996
20	-0.0485193305470302	0.4	-29.699999999999996
21	-0.04858058028661828	0.6	-29.699999999999996
22	-0.048611018933594805	0.8	-29.699999999999996
23	-0.048629222356235235	1.0	-29.699999999999996
24	0.016346664063518625	0.0	-29.599999999999994
25	-0.04833257393224683	0.2	-29.599999999999994
26	-0.048519312207549806	0.4	-29.599999999999994
27	-0.048580572202572544	0.6	-29.599999999999994
28	-0.048611015914654915	0.8	-29.599999999999994
29	-0.048629222356235235	1.0	-29.599999999999994
30	0.01634662191843796	0.0	-29.499999999999993
31	-0.048332523487434984	0.2	-29.499999999999993
32	-0.0485192937405404	0.4	-29.499999999999993
33	-0.04858056406232334	0.6	-29.499999999999993
34	-0.0486110128747283	0.8	-29.499999999999993
35	-0.048629222356235235	1.0	-29.499999999999993
36	0.016346579488015732	0.0	-29.39999999999999
37	-0.048332472690414525	0.2	-29.39999999999999
38	-0.04851927514466739	0.4	-29.39999999999999
39	-0.04858055586528258	0.6	-29.39999999999999
40	-0.04861100981359543	0.8	-29.39999999999999
41	-0.048629222356235235	1.0	-29.39999999999999
42	0.016346536769344236	0.0	-29.29999999999999
43	-0.04833242153748454	0.2	-29.29999999999999
44	-0.048519256418577496	0.4	-29.29999999999999
45	-0.04858054761085405	0.6	-29.29999999999999
46	-0.048611006731033676	0.8	-29.29999999999999
47	-0.048629222356235235	1.0	-29.29999999999999
48	0.016346493759476256	0.0	-29.19999999999999
49	-0.048332370024892095	0.2	-29.19999999999999
50	-0.04851923756089841	0.4	-29.19999999999999
51	-0.048580539298433006	0.6	-29.19999999999999
52	-0.048611003626817244	0.8	-29.19999999999999
53	-0.048629222356235235	1.0	-29.19999999999999
54	0.016346450455424127	0.0	-29.099999999999987
55	-0.0483323181488313	0.2	-29.099999999999987
56	-0.0485192185702385	0.4	-29.099999999999987
57	-0.04858053092740629	0.6	-29.099999999999987
58	-0.048611000500717205	0.8	-29.099999999999987
59	-0.048629222356235235	1.0	-29.099999999999987
60	0.01634640685415925	0.0	-28.999999999999986
61	-0.048332265905442415	0.2	-28.999999999999986
62	-0.04851919944518643	0.4	-28.999999999999986
63	-0.048580522497152084	0.6	-28.999999999999986
64	-0.04861099735250139	0.8	-28.999999999999986
65	-0.048629222356235235	1.0	-28.999999999999986
66	0.016346362952611247	0.0	-28.899999999999984
67	-0.04833221329081082	0.2	-28.899999999999984
68	-0.048519180184310826	0.4	-28.899999999999984
69	-0.04858051400703964	0.6	-28.899999999999984
70	-0.048610994181934326	0.8	-28.899999999999984
71	-0.048629222356235235	1.0	-28.899999999999984
72	0.01634631874766738	0.0	-28.799999999999983
73	-0.04833216030096617	0.2	-28.799999999999983
74	-0.048519160786159976	0.4	-28.799999999999983
75	-0.04858050545642935	0.6	-28.799999999999983
76	-0.048610990988777185	0.8	-28.799999999999983
77	-0.048629222356235235	1.0	-28.799999999999983
78	0.016346274236171722	0.0	-28.69999999999998
79	-0.0483321069318812	0.2	-28.69999999999998
80	-0.04851914124926125	0.4	-28.69999999999998
81	-0.04858049684467236	0.6	-28.69999999999998
82	-0.04861098777278769	0.8	-28.69999999999998
83	-0.048629222356235235	1.0	-28.69999999999998
84	0.01634622941492434	0.0	-28.59999999999998
