	corr	w	p
0	0.004219597506366283	0.0	-30.0
1	0.2673402005943598	0.2	-30.0
2	0.3408674913006466	0.4	-30.0
3	0.35447526178229616	0.6	-30.0
4	0.35682613763791765	0.8	-30.0
5	0.35664181252463695	1.0	-30.0
6	0.004221551788132948	0.0	-29.9
7	0.2673004873604	0.2	-29.9
8	0.340856381960451	0.4	-29.9
9	0.3544731385392838	0.6	-29.9
10	0.35682599144763105	0.8	-29.9
11	0.35664181252463695	1.0	-29.9
12	0.0042235237510903295	0.0	-29.799999999999997
13	0.26726051191502564	0.2	-29.799999999999997
14	0.34084519552076964	0.4	-29.799999999999997
15	0.35447100067296494	0.6	-29.799999999999997
16	0.3568258444068588	0.8	-29.799999999999997
17	0.35664181252463695	1.0	-29.799999999999997
18	0.004225513588628109	0.0	-29.699999999999996
19	0.26722027163957207	0.2	-29.699999999999996
20	0.34083393116821553	0.4	-29.699999999999996
21	0.35446884802753176	0.6	-29.699999999999996
22	0.3568256965067619	0.8	-29.699999999999996
23	0.35664181252463695	1.0	-29.699999999999996
24	0.004227521496523994	0.0	-29.599999999999994
25	0.26717976388022907	0.2	-29.599999999999994
26	0.34082258807781846	0.4	-29.599999999999994
27	0.3544666804448967	0.6	-29.599999999999994
28	0.35682554773835395	0.8	-29.599999999999994
29	0.35664181252463695	1.0	-29.599999999999994
30	0.004229547672974453	0.0	-29.499999999999993
31	0.26713898594744806	0.2	-29.499999999999993
32	0.34081116541281753	0.4	-29.499999999999993
33	0.35446449776465105	0.6	-29.499999999999993
34	0.3568253980924983	0.8	-29.499999999999993
35	0.35664181252463695	1.0	-29.499999999999993
36	0.00423159231862573	0.0	-29.39999999999999
37	0.26709793511533575	0.2	-29.39999999999999
38	0.3407996623244479	0.4	-29.39999999999999
39	0.35446229982402017	0.6	-29.39999999999999
40	0.35682524755990475	0.8	-29.39999999999999
41	0.35664181252463695	1.0	-29.39999999999999
42	0.004233655636605142	0.0	-29.29999999999999
43	0.26705660862103575	0.2	-29.29999999999999
44	0.3407880779517234	0.4	-29.29999999999999
45	0.35446008645781957	0.6	-29.29999999999999
46	0.3568250961311249	0.8	-29.29999999999999
47	0.35664181252463695	1.0	-29.29999999999999
48	0.004235737832552763	0.0	-29.19999999999999
49	0.2670150036640979	0.2	-29.19999999999999
50	0.3407764114212146	0.4	-29.19999999999999
51	0.35445785749840913	0.6	-29.19999999999999
52	0.3568249437965502	0.8	-29.19999999999999
53	0.35664181252463695	1.0	-29.19999999999999
54	0.004237839114653458	0.0	-29.099999999999987
55	0.2669731174058344	0.2	-29.099999999999987
56	0.34076466184682164	0.4	-29.099999999999987
57	0.3544556127756465	0.6	-29.099999999999987
58	0.3568247905464068	0.8	-29.099999999999987
59	0.35664181252463695	1.0	-29.099999999999987
60	0.004239959693669299	0.0	-28.999999999999986
61	0.26693094696866204	0.2	-28.999999999999986
62	0.3407528283295418	0.4	-28.999999999999986
63	0.35445335211683926	0.6	-28.999999999999986
64	0.35682463637075224	0.8	-28.999999999999986
65	0.35664181252463695	1.0	-28.999999999999986
66	0.004242099782972266	0.0	-28.899999999999984
67	0.2668884894354316	0.2	-28.899999999999984
68	0.34074090995723316	0.4	-28.899999999999984
69	0.3544510753466962	0.6	-28.899999999999984
70	0.35682448125947164	0.8	-28.899999999999984
71	0.35664181252463695	1.0	-28.899999999999984
72	0.0042442595985772835	0.0	-28.799999999999983
73	0.26684574184874316	0.2	-28.799999999999983
74	0.3407289058043712	0.4	-28.799999999999983
75	0.3544487822872775	0.6	-28.799999999999983
76	0.3568243252022728	0.8	-28.799999999999983
77	0.35664181252463695	1.0	-28.799999999999983
78	0.004246439359175617	0.0	-28.69999999999998
79	0.2668027012102465	0.2	-28.69999999999998
80	0.3407168149318016	0.4	-28.69999999999998
81	0.35444647275794305	0.6	-28.69999999999998
82	0.3568241681886838	0.8	-28.69999999999998
83	0.35664181252463695	1.0	-28.69999999999998
84	0.004248639286168785	0.0	-28.59999999999998
85	0.2667593644799279	0.2	-28.59999999999998
86	0.3407046363864868	0.4	-28.59999999999998
87	0.35444414657530077	0.6	-28.59999999999998
88	0.3568240102080463	0.8	-28.59999999999998
89	0.35664181252463695	1.0	-28.59999999999998
90	0.004250859603702455	0.0	-28.49999999999998
91	0.2667157285753805	0.2	-28.49999999999998
92	0.34069236920124635	0.4	-28.49999999999998
93	0.3544418035531527	0.6	-28.49999999999998
94	0.3568238512495131	0.8	-28.49999999999998
95	0.35664181252463695	1.0	-28.49999999999998
96	0.004253100538700972	0.0	-28.399999999999977
97	0.26667179037106087	0.2	-28.399999999999977
98	0.3406800123944924	0.4	-28.399999999999977
99	0.3544394435024402	0.6	-28.399999999999977
100	0.3568236913020426	0.8	-28.399999999999977
101	0.35664181252463695	1.0	-28.399999999999977
102	0.004255362320902275	0.0	-28.299999999999976
103	0.2666275466975284	0.2	-28.299999999999976
104	0.34066756496995915	0.4	-28.299999999999976
105	0.3544370662311878	0.6	-28.299999999999976
106	0.3568235303543942	0.8	-28.299999999999976
107	0.35664181252463695	1.0	-28.299999999999976
108	0.004257645182892731	0.0	-28.199999999999974
109	0.26658299434066957	0.2	-28.199999999999974
110	0.34065502591642494	0.4	-28.199999999999974
111	0.35443467154444597	0.6	-28.199999999999974
112	0.35682336839512385	0.8	-28.199999999999974
113	0.35664181252463695	1.0	-28.199999999999974
114	0.004259949360142971	0.0	-28.099999999999973
115	0.26653813004090515	0.2	-28.099999999999973
116	0.3406423942074295	0.4	-28.099999999999973
117	0.354432259244232	0.6	-28.099999999999973
